126.97	47.43	-0.02	0.13	-0.01	0.16	0.11	-0.01	0.57	0.07	0.33	0.27	0.22	0.38	-0.36	0.26	-0.24	0.36	1.01	0.03	-0.57	-0.29	0.5	0.21	0.43	-0.66	0	-0.29	0.5	-0.12	-0.18	0.01	0.24	-0.62	-0.06	-0.04	-0.27	-0.34	0.02	0.54	0.1	-0.11	0.15	0.15	0.44	-0.3	-0.29	-0.25	-0.62	-0.22	0.37	-0.91	0.09	0.1	-0.31	-0.53
125.9	47.17	0.01	0.02	0.16	0.27	-0.03	-0.09	0.55	-0.13	0.32	0.44	0.52	0.27	-0.07	0.13	-0.28	0.16	1.08	-0.15	-0.56	-0.37	0.42	0.32	0.29	-0.29	0.02	-0.38	0.57	0.22	0.06	-0.14	0.19	-0.45	0.04	0.17	-0.15	-0.41	-0.09	0.35	0.01	-0.1	-0.14	0.06	0.08	-0.09	-0.09	-0.33	-0.59	-0.33	-0.06	-0.73	-0.19	0.04	-0.03	-0.3
128.92	47.73	0.42	-0.2	-0.12	0.16	-0.17	-0.18	0.18	0.01	0.11	0.24	-0.3	0.26	-0.03	0.08	-0.3	0.04	0.72	-0.2	-0.57	-0.03	0.02	0.34	0.71	-0.76	0.17	-0.19	0.84	0.12	0.05	0.11	0.39	-0.26	-0.13	0.1	-0.21	-0.54	0.18	0.4	0.22	0.22	-0.18	-0.02	0.02	-0.3	0.16	-0.28	-0.45	-0.15	0.02	-0.24	0.16	0.05	-0.01	-0.53
130.33	47.37	0.4	0.06	-0.25	0.36	0.08	-0.13	0.45	-0.23	0.03	0.31	0.1	0.11	-0.36	-0.12	-0.41	0.07	0.59	-0.45	-0.5	-0.02	0.01	0.34	0.62	-0.65	0.06	-0.13	0.68	-0.12	-0.04	0	0.39	-0.58	0.1	-0.18	0.18	-0.36	0.29	0.32	0.11	-0.12	-0.16	0.25	0.08	-0.15	-0.15	-0.23	-0.2	0.22	0.2	-0.44	-0.02	-0.19	0.01	-0.15
131.98	47.23	0.25	-0.12	-0.05	0.66	-0.15	-0.5	0.29	-0.27	0.19	0.53	0.03	0.19	-0.58	-0.39	-0.3	-0.09	1.13	-0.08	-0.36	0.11	0.1	0.18	0.6	-0.9	0.23	0.08	0.66	-0.11	0.07	0.28	0.15	-0.35	-0.02	-0.03	-0.04	-0.14	0.2	0.46	0.24	-0.59	-0.27	0.61	0.13	-0.19	-0.24	0.1	-0.43	0.08	0.27	-0.78	-0.04	-0.28	-0.14	-0.14
121.22	46.6	0.31	0.62	-0.06	0.59	-0.13	0.05	-0.11	0.02	0.11	-0.13	0.37	0.48	-0.35	-0.54	-0.54	0.02	0.92	-0.23	0.19	-0.23	0.31	0.79	0.27	-0.53	0.08	0.04	0.47	0.09	-0.47	0.2	0.29	-0.47	-0.33	-0.03	0.39	-0.11	0.17	0.26	0.21	0.26	-0.01	-0.42	-0.84	0.12	-0.67	-0.1	-0.52	-0.47	0.26	-0.24	-0.38	0.12	0.45	-0.61
122.05	46.08	0.28	0.54	0.11	0.51	-0.02	0.04	-0.06	0.04	0.27	-0.33	0.44	0.07	-0.14	-0.42	-0.48	-0.16	0.54	-0.29	-0.08	-0.02	0.27	0.53	0.16	-0.91	-0.07	-0.15	0.63	0.37	-0.35	-0.16	0.21	-0.24	-0.4	0.13	-0.03	-0.07	0.08	0.42	0.42	0.16	-0.01	-0.41	-0.34	0	-0.15	-0.21	-0.43	-0.37	0.31	-0.2	-0.3	-0.18	0.74	-0.48
123.42	46.4	0.07	0.46	0.02	0.53	-0.07	-0.11	0.36	-0.07	0.32	-0.1	0.56	0.11	-0.12	-0.47	-0.31	-0.24	0.81	-0.19	-0.17	-0.24	-0.06	0.49	0.02	-0.6	0	-0.29	0.35	0.41	-0.18	-0.16	0.24	-0.29	0.03	0.24	-0.14	-0.09	0.2	0.51	0.11	-0.1	-0.08	-0.25	-0.13	-0.2	0.29	-0.2	-0.45	-0.24	0.15	-0.16	-0.08	-0.12	0.11	-0.48
126.97	46.62	-0.01	0.02	0.21	0.26	0.23	0.17	0.43	-0.07	0.22	0.18	0.11	0.06	-0.22	0.08	-0.03	0.33	0.92	-0.15	-0.66	-0.27	0.43	0.28	0.3	-0.56	0.22	-0.49	0.4	0.13	0.08	-0.31	0.28	-0.54	-0.03	-0.02	-0.09	-0.12	0.23	0.33	0.2	0.09	-0.24	0.14	-0.09	0.01	0.01	-0.31	-0.65	-0.02	0.25	-0.72	-0.3	-0.16	0.02	-0.44
125.32	46.38	-0.01	0.17	0.17	0.46	0.07	-0.13	0.41	-0.13	0.25	-0.02	0.38	0.05	-0.04	0.13	-0.19	0.32	1.33	-0.13	-0.36	-0.36	0.04	0.05	0.23	-0.44	-0.28	-0.39	0.54	0.5	0.19	-0.31	0.23	-0.48	0	0.25	0.04	-0.26	-0.19	0.42	0.11	-0.11	-0.3	-0.11	-0.2	0.08	0.15	-0.33	-0.4	-0.16	-0.1	-0.6	-0.38	-0.03	0.17	-0.4
128.02	46.98	0.01	-0.18	0.15	0.24	-0.07	-0.21	0.11	0.04	0.11	0.06	0.06	-0.05	-0.03	0.09	-0.43	0.1	0.9	-0.05	-0.39	-0.11	0.33	0.32	0.4	-0.62	0.03	-0.11	0.61	0.33	0.08	-0.03	0.24	-0.45	-0.21	-0.03	-0.19	-0.2	0.4	0.12	-0.02	0.15	-0.24	0.19	-0.09	-0.3	-0.22	-0.09	-0.5	-0.17	0.52	-0.33	0.02	0.09	0.06	-0.69
130.28	46.82	0.62	-0.1	0.08	0.32	0.03	0.11	0.62	-0.19	-0.03	0.15	0.42	0.13	-0.29	-0.21	-0.41	0.19	0.79	-0.1	-0.46	0.1	-0.25	-0.07	0.6	-0.72	0.13	-0.52	0.48	-0.06	-0.06	0.02	0.43	-0.53	0.03	-0.37	0.25	-0.37	0.26	0.17	-0.09	0.01	-0.34	0.2	-0.03	-0.1	-0.18	-0.1	-0.22	0.36	0.11	-0.39	-0.08	-0.03	0.17	-0.23
129.58	46.3	0.35	-0.02	0.16	0.26	0.11	0.04	0.04	-0.21	0.14	-0.05	-0.07	-0.07	-0.33	-0.18	-0.5	0.31	0.86	0.14	-0.36	-0.06	-0.27	-0.03	0.58	-0.74	0.05	-0.2	0.49	0.29	-0.01	0.01	0.15	-0.37	0.09	-0.26	0.06	-0.18	0.42	0.38	-0.24	0.2	-0.28	0.19	-0.01	0.06	-0.14	0.02	-0.39	0.37	0.15	-0.48	0.03	-0.01	0.12	-0.48
132.18	46.32	0.59	-0.13	-0.01	0.5	-0.19	0.06	0.51	-0.27	0.14	0.09	0.02	0.26	-0.32	-0.21	-0.2	0.16	1.09	0.22	-0.66	0.08	-0.01	0.2	0.66	-0.76	0.36	-0.15	0.47	0.23	-0.1	0.3	0.11	-0.46	-0.12	-0.12	0.55	-0.41	0.42	0.09	0.08	-0.4	-0.29	-0.06	-0.27	-0.18	-0.47	0.18	-0.31	-0.21	0.13	-0.62	-0.16	-0.49	0.24	-0.36
116.97	45.52	0.42	0.87	0.33	-0.36	0.76	0.08	-0.09	-0.11	0.05	-0.61	-0.25	-0.04	0.02	0.64	-0.31	-0.46	1.01	-0.3	-0.35	0.45	-0.05	0.56	0.17	-0.36	-0.18	-0.45	0.05	0.22	-0.24	-0.66	-0.29	-0.46	-0.69	-0.31	-0.24	-0.53	-0.22	0.04	0.3	0.37	0.09	-0.43	-0.8	1.38	0.81	0.69	-0.31	-0.27	-0.36	0.21	-0.11	0.19	0.5	-0.14
122.83	45.63	0.29	0.79	0.2	0.49	-0.15	-0.06	0.19	-0.05	0.36	-0.07	0.33	-0.13	-0.21	-0.39	-0.22	-0.22	0.61	-0.12	-0.16	-0.38	-0.11	0.02	-0.12	-0.95	0.16	-0.11	0.42	0.32	-0.04	-0.25	0.03	-0.18	-0.32	0.16	0.17	-0.08	0.04	0.32	0.26	0.26	-0.01	-0.22	-0.19	-0.01	0.26	-0.12	-0.68	-0.37	0.19	-0.1	-0.04	-0.1	0.81	-0.6
124.02	45	0.42	0.79	0.1	0.5	0.09	0.08	0.05	-0.34	0.19	-0.12	-0.04	-0.18	-0.19	-0.15	-0.19	-0.34	0.97	-0.03	-0.17	-0.47	0.19	0.06	0.26	-0.82	-0.08	-0.08	0.32	0.23	0.41	-0.35	-0.07	-0.29	-0.23	0.34	-0.02	-0.05	0.33	0.09	0.06	0.36	0.16	-0.08	-0.29	-0.33	0.28	-0.37	-0.46	-0.14	0.22	-0.28	-0.34	-0.07	0.41	-0.59
124.83	45.12	0.08	0.62	0.04	0.5	0.08	0.15	0.07	-0.23	0.22	-0.14	-0.08	-0.13	-0.26	0.04	-0.26	-0.32	0.89	-0.08	-0.25	-0.49	0.07	0.04	0.25	-0.79	-0.22	0.02	0.42	0.37	0.76	-0.47	-0.01	-0.25	-0.09	0.24	0.07	-0.12	0.2	0.16	0.16	0.22	-0.01	-0.19	-0.31	0.11	0.25	-0.17	-0.34	-0.07	0.39	-0.36	-0.18	-0.21	0.37	-0.53
125.25	45.7	0.02	0.4	0.19	0.5	0.2	0.28	0.19	0	0.33	0.02	0.14	-0.13	-0.06	-0.06	-0.21	0.14	1.13	-0.2	-0.32	-0.23	0.01	-0.12	0.27	-0.69	-0.41	-0.34	0.61	0.49	0.43	-0.29	0.08	-0.63	-0.05	0.21	0.18	-0.19	0.16	0.32	0.05	0.13	-0.23	-0.08	-0.24	0.15	0.1	-0.25	-0.55	-0.12	0	-0.65	-0.33	-0.02	0.25	-0.57
126.77	45.75	-0.29	0.12	0.11	0.38	0.32	0.12	0.1	0.04	0.09	0.01	-0.01	0.01	-0.15	0.04	-0.2	0.06	0.93	0.22	-0.44	-0.07	-0.03	0.16	0.39	-0.51	0.12	-0.37	0.6	0.26	0.45	-0.31	0.13	-0.62	-0.08	0.07	-0.03	-0.16	0.24	0.15	0.06	0.1	-0.04	0.1	-0.33	-0.05	-0.1	-0.26	-0.51	-0.13	0.17	-0.41	-0.34	-0.08	0.46	-0.28
128.73	45.97	0.13	0.12	-0.04	0.17	0.19	0.17	0.17	-0.07	-0.07	-0.07	-0.07	0.01	-0.06	-0.11	-0.35	0.34	0.34	0.06	-0.54	0.08	-0.02	0.08	0.24	-0.6	0.04	-0.37	0.76	0.18	0.29	-0.28	0.13	-0.41	-0.16	-0.32	0.02	0.06	0.3	0.37	-0.16	0.2	-0.31	0.32	-0.03	-0.08	-0.14	-0.23	-0.37	0.5	0.42	-0.56	-0.14	0.15	0.02	-0.53
127.97	45.22	0.15	0.31	0.08	0.1	0.14	-0.13	-0.01	0.12	0.06	-0.12	-0.02	-0.02	0.02	0.07	-0.27	0.18	0.59	0.32	-0.68	0.02	0	0.06	0.53	-0.73	-0.21	-0.3	0.66	0.35	0.53	-0.31	0.09	-0.44	-0.02	-0.12	-0.12	-0.19	0.39	0.13	-0.11	-0.06	-0.18	0.32	-0.3	-0.11	0.11	-0.15	-0.39	0.09	0.21	-0.43	-0.35	0.14	0.52	-0.36
130.95	45.28	0.64	0.32	0.25	0.3	-0.12	0.12	-0.16	-0.3	0.23	0.02	0.21	0.51	0.03	-0.37	-0.38	0.04	1.15	0.22	-0.65	0.16	-0.19	0.02	0.66	-1.29	0.11	-0.13	0.27	0.46	0.49	-0.09	-0.02	-0.48	-0.2	0	-0.07	-0.08	0.15	0.06	0.08	-0.26	-0.69	-0.04	-0.22	0.17	-0.62	0.32	-0.33	-0.14	0.07	-0.45	0.03	-0.04	0.41	-0.33
132.97	45.77	0.31	-0.38	0.05	0.35	-0.09	-0.19	0	0.04	0.39	0.25	0.21	-0.06	-0.28	0.02	-0.51	0.06	0.82	0.41	-0.5	0.02	-0.01	0.01	0.44	-0.77	0.14	-0.06	0.61	-0.05	0.12	0.21	0.11	-0.51	0.18	0.03	0.11	-0.27	0.17	0.25	0.32	-0.54	-0.21	0.47	-0.18	0.02	-0.35	0.1	-0.1	-0.45	0.21	-0.37	-0.32	-0.24	0.11	-0.23
101.07	41.95	0.42	0.39	0.11	-0.16	-0.11	-0.11	-0.12	-0.12	0.11	0.17	0.47	-0.09	-0.45	-0.11	-0.03	0.17	0.37	-0.1	0.24	0.37	-0.2	-0.12	-0.63	-0.2	-0.01	-0.2	0.02	-0.11	-0.36	0.21	-0.33	-0.56	0.02	-0.16	0.41	-0.22	-0.26	0.3	0.06	-0.33	0.33	0.07	-0.07	0.31	-0.29	0.1	0.11	0.19	-0.08	0.66	-0.1	-0.21	0.43	-0.12
102.37	41.37	0.08	0.11	0.13	-0.17	-0.22	0.05	-0.14	-0.11	0.2	0.17	0.47	-0.18	-0.4	-0.1	-0.13	0.13	0.48	-0.22	0.46	0.39	-0.09	-0.32	-0.5	-0.36	-0.16	-0.1	0.24	0.04	-0.51	0.17	-0.34	-0.43	0.12	-0.16	0.36	-0.01	-0.31	0.3	0.2	-0.23	0.41	0.09	-0.06	0.34	-0.14	0	0.33	0.02	-0.1	0.43	0.01	-0.05	-0.05	-0.04
104.8	40.17	0.1	0.45	-0.06	-0.09	-0.12	0.11	-0.25	0.1	0.27	0.12	0.52	-0.21	-0.13	0.01	-0.44	0.18	0.14	-0.06	0.37	0.43	-0.09	-0.38	-0.24	-0.21	0.12	-0.19	0.14	-0.12	-0.72	0.03	0	-0.57	-0.24	-0.2	0.39	-0.01	-0.54	0.02	-0.05	-0.12	0.51	0.08	0.08	0.5	-0.13	-0.09	-0.14	0.11	-0.1	0.54	0.14	-0.18	0.38	-0.4
101.68	39.22	0.1	-0.13	0.08	0.29	-0.4	0	-0.18	0.08	0.32	0.47	0.88	0.04	-0.09	0.06	-0.67	0.08	0.13	-0.17	0.54	0.26	-0.56	-0.21	-0.17	0.04	0.02	0.19	0.27	-0.02	-0.69	-0.17	0.25	-0.5	0.02	-0.15	0.15	-0.03	-0.71	0.62	-0.18	-0.66	0.18	-0.13	0	0.51	-0.4	0.11	0.15	-0.25	-0.19	0.66	-0.01	-0.06	0.56	-0.24
100.43	38.93	0.06	-0.19	-0.02	0.62	-0.49	0.16	-0.37	-0.02	0.51	0.17	0.81	-0.23	-0.22	-0.2	-0.58	-0.19	0	-0.42	0.76	0.24	-0.44	-0.25	-0.06	0.02	0.27	0.18	0.35	-0.18	-0.66	-0.04	0.37	-0.57	0.19	-0.23	0.08	0.16	-0.8	0.76	-0.03	-0.9	0.09	0.16	0.36	0.76	-0.65	0.33	0.07	-0.22	0.07	0.77	-0.24	-0.3	0.44	-0.05
100.25	38.18	0.21	-0.47	0.92	0.47	-0.43	0.31	-0.34	-0.35	0.48	0.36	0.35	-0.28	-0.46	0.3	-0.4	0.06	-0.16	-0.29	0.35	0.41	-0.09	-0.48	-0.22	-0.22	0.35	-0.09	-0.06	-0.39	-0.57	-0.27	0.47	-0.51	-0.11	-0.05	0.34	-0.2	-0.77	0.53	-0.41	-0.42	0.02	0.07	0.33	0.56	-0.8	0.32	0.36	-0.23	-0.15	0.85	0.55	-0.39	0.43	0.17
101.08	38.8	0.13	-0.37	-0.17	0.75	-0.5	0.2	-0.26	-0.17	0.42	0.2	0.81	-0.23	-0.23	0.21	-0.6	-0.16	-0.07	-0.41	0.66	0.26	-0.68	-0.29	-0.18	-0.2	0.02	0.18	0.24	-0.15	-0.77	0.06	0.64	-0.59	0.37	-0.19	-0.03	0.33	-0.5	0.73	-0.28	-0.82	0.2	-0.05	0.72	0.84	-0.57	0.13	0.16	-0.54	-0.34	0.87	-0.13	-0.26	0.38	0.04
101.97	38.23	0.35	-0.02	0.11	0.55	-0.31	0.06	-0.15	0.25	0.24	0.28	0.61	0.37	-0.28	0.45	-0.56	-0.03	-0.09	-0.21	0.29	0.26	-0.48	-0.44	-0.24	0.05	-0.08	-0.04	0.08	0.06	-0.99	-0.32	0.48	-0.47	0.04	-0.06	0.12	0.23	-0.49	0.72	-0.06	-0.66	0.19	-0.01	0.17	0.62	-0.46	0.11	0.18	-0.38	-0.22	0.67	0.24	-0.46	0.16	-0.53
102.67	37.92	0.31	-0.07	0.41	0.41	-0.36	-0.1	-0.15	0.23	0.27	0.21	0.59	0.14	-0.27	-0.03	-0.6	-0.04	0.06	-0.17	0.63	0.26	-0.63	-0.52	-0.13	-0.07	-0.11	0.24	0.07	0.03	-0.77	-0.22	0.59	-0.3	0.03	-0.13	-0.01	0.11	-0.57	0.6	-0.27	-0.64	0.27	-0.03	0.38	0.24	-0.49	0.06	0.25	-0.13	-0.25	0.74	0.13	-0.13	0.11	-0.33
103.08	38.63	0.1	0.06	0.23	0.4	-0.29	0.05	-0.09	0.26	0.18	0.18	0.58	-0.07	-0.29	0	-0.54	0.12	0.2	0	0.69	0.36	-0.46	-0.56	0.09	0	-0.05	-0.01	0.17	-0.19	-0.94	-0.36	0.65	-0.31	-0.1	-0.19	0.16	0.19	-0.64	0.29	-0.19	-0.6	0.25	-0.04	0.22	0.5	-0.35	-0.03	0.35	-0.4	-0.29	0.61	0.15	0.01	0.15	-0.24
